# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-12 11:33:50 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06933500 Gasconade River at Jerome, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06933500
#            TS   parameter     statistic     Description
#         75905       00065     30800     Gage height, feet (Observation at 08:00 AM)
#         75906       00060     00003     Discharge, cubic feet per second (Mean)
#         75907       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75905_00065_30800	75905_00065_30800_cd	75906_00060_00003	75906_00060_00003_cd
USGS	06933500	2013-05-20	3.05	A	1970	A
USGS	06933500	2013-05-21	3.58	A	2490	A
USGS	06933500	2013-05-22	3.18	A	2100	A
USGS	06933500	2013-05-23	3.08	A	2010	A
USGS	06933500	2013-05-24	3.16	A	2040	A
USGS	06933500	2013-05-25	2.97	A	1850	A
USGS	06933500	2013-05-26	2.84	A	1700	A
USGS	06933500	2013-05-27	2.73	A	1600	A
USGS	06933500	2013-05-28	2.89	A	1670	A
USGS	06933500	2013-05-29	2.63	A	1480	A
USGS	06933500	2013-05-30	2.51	A	1390	A
USGS	06933500	2013-05-31	2.78	A	1740	A
USGS	06933500	2013-06-01	5.88	A	6680	A
USGS	06933500	2013-06-02	10.92	A	20400	A
USGS	06933500	2013-06-03	15.71	A	28800	A
USGS	06933500	2013-06-04	14.61	A	27500	A
USGS	06933500	2013-06-05	7.53	A	9500	A
USGS	06933500	2013-06-06	6.00	A	6210	A
USGS	06933500	2013-06-07	5.21	A	4970	A
USGS	06933500	2013-06-08	4.65	A	4110	A
USGS	06933500	2013-06-09	4.26	A	3620	A
USGS	06933500	2013-06-10	4.12	A	3300	A
USGS	06933500	2013-06-11	3.80	A	2870	A
USGS	06933500	2013-06-12	3.61	A	2650	A
USGS	06933500	2013-06-13	3.46	A	2430	A
USGS	06933500	2013-06-14	3.23	A	2150	A
USGS	06933500	2013-06-15	3.15	A	1950	A
USGS	06933500	2013-06-16	2.90	A	1940	A
USGS	06933500	2013-06-17	3.21	A	2080	A
USGS	06933500	2013-06-18	2.94	A	1820	A
USGS	06933500	2013-06-19	3.17	A	2080	A
USGS	06933500	2013-06-20	3.09	A	1980	A
USGS	06933500	2013-06-21	2.91	A	1770	A
USGS	06933500	2013-06-22	2.73	A	1580	A
USGS	06933500	2013-06-23	2.58	A	1430	A
USGS	06933500	2013-06-24	2.46	A	1320	A
USGS	06933500	2013-06-25	2.36	A	1230	A
USGS	06933500	2013-06-26	2.28	A	1150	A
USGS	06933500	2013-06-27	2.20	A	1090	A
USGS	06933500	2013-06-28	2.14	A	1070	A
USGS	06933500	2013-06-29	2.45	A	1270	A
USGS	06933500	2013-06-30	2.20	A	1100	A
USGS	06933500	2013-07-01	2.17	A	1050	A
USGS	06933500	2013-07-02	2.08	A	983	A
USGS	06933500	2013-07-03	2.03	A	946	A
USGS	06933500	2013-07-04	1.99	A	910	A
USGS	06933500	2013-07-05	1.94	A	875	A
USGS	06933500	2013-07-06	1.90	A	896	A
USGS	06933500	2013-07-07	1.92	A	856	A
USGS	06933500	2013-07-08	1.85	A	804	A
USGS	06933500	2013-07-09	1.81	A	777	A
USGS	06933500	2013-07-10	1.84	A	810	A
USGS	06933500	2013-07-11	1.82	A	781	A
USGS	06933500	2013-07-12	1.76	A	735	A
USGS	06933500	2013-07-13	1.72	A	710	A
USGS	06933500	2013-07-14	1.69	A	689	A
USGS	06933500	2013-07-15	1.66	A	679	A
USGS	06933500	2013-07-16	1.65	A	667	A
USGS	06933500	2013-07-17	1.65	A	665	A
USGS	06933500	2013-07-18	1.62	A	644	A
USGS	06933500	2013-07-19	1.60	A	634	A
USGS	06933500	2013-07-20	1.59	A	623	A
USGS	06933500	2013-07-21	1.64	A	639	A
USGS	06933500	2013-07-22	1.59	A	629	A
USGS	06933500	2013-07-23	1.94	A	972	A
USGS	06933500	2013-07-24	1.89	A	820	A
USGS	06933500	2013-07-25	1.72	A	1030	A
USGS	06933500	2013-07-26	2.13	A	1050	A
USGS	06933500	2013-07-27	2.01	A	911	A
USGS	06933500	2013-07-28	1.84	A	785	A
USGS	06933500	2013-07-29	1.74	A	729	A
USGS	06933500	2013-07-30	1.76	A	759	A
USGS	06933500	2013-07-31	1.85	A	813	A
USGS	06933500	2013-08-01	1.82	A	917	A
USGS	06933500	2013-08-02	2.20	A	1110	A
USGS	06933500	2013-08-03	3.63	A	3300	A
USGS	06933500	2013-08-04	3.96	A	5780	A
USGS	06933500	2013-08-05	8.89	A	17500	A
USGS	06933500	2013-08-06	14.67	A	36800	A
USGS	06933500	2013-08-07	30.27	A	117000	A
USGS	06933500	2013-08-08	28.96	A	101000	A
USGS	06933500	2013-08-09	24.84	A	74700	A
USGS	06933500	2013-08-10	22.76	A	57800	A
USGS	06933500	2013-08-11	18.70	A	41000	A
USGS	06933500	2013-08-12	14.51	A	27000	A
USGS	06933500	2013-08-13	8.99	A	12300	A
USGS	06933500	2013-08-14	7.13	A	8340	A
USGS	06933500	2013-08-15	6.21	A	6670	A
USGS	06933500	2013-08-16	5.55	A	5560	A
USGS	06933500	2013-08-17	5.06	A	4780	A
USGS	06933500	2013-08-18	4.69	A	4130	A
USGS	06933500	2013-08-19	4.37	A	3640	A
USGS	06933500	2013-08-20	4.12	A	3260	A
USGS	06933500	2013-08-21	3.92	A	2940	A
USGS	06933500	2013-08-22	3.72	A	2660	A
USGS	06933500	2013-08-23	3.53	A	2410	A
USGS	06933500	2013-08-24	3.37	A	2210	A
USGS	06933500	2013-08-25	3.22	A	2040	A
USGS	06933500	2013-08-26	3.09	A	1890	A
USGS	06933500	2013-08-27	2.98	A	1760	A
USGS	06933500	2013-08-28	2.87	A	1650	A
USGS	06933500	2013-08-29	2.77	A	1550	A
USGS	06933500	2013-08-30	2.69	A	1460	A
USGS	06933500	2013-08-31	2.61	A	1380	A
USGS	06933500	2013-09-01	2.54	A	1320	A
USGS	06933500	2013-09-02	2.49	A	1260	A
USGS	06933500	2013-09-03	2.41	A	1190	A
USGS	06933500	2013-09-04	2.34	A	1130	A
USGS	06933500	2013-09-05	2.29	A	1090	A
USGS	06933500	2013-09-06	2.24	A	1040	A
USGS	06933500	2013-09-07	2.20	A	1010	A
USGS	06933500	2013-09-08	2.16	A	982	A
USGS	06933500	2013-09-09	2.14	A	959	A
USGS	06933500	2013-09-10	2.10	A	928	A
USGS	06933500	2013-09-11	2.06	A	900	A
USGS	06933500	2013-09-12	2.04	A	881	A
USGS	06933500	2013-09-13	2.01	A	858	A
USGS	06933500	2013-09-14	1.97	A	830	A
USGS	06933500	2013-09-15	1.96	A	823	A
USGS	06933500	2013-09-16	1.98	A	835	A
USGS	06933500	2013-09-17	1.97	A	832	A
USGS	06933500	2013-09-18	2.00	A	854	A
USGS	06933500	2013-09-19	2.02	A	860	A
USGS	06933500	2013-09-20	2.13	A	964	A
USGS	06933500	2013-09-21	2.16	A	969	A
USGS	06933500	2013-09-22	2.09	A	922	A
USGS	06933500	2013-09-23	2.05	A	883	A
USGS	06933500	2013-09-24	2.01	A	863	A
USGS	06933500	2013-09-25	1.99	A	850	A
USGS	06933500	2013-09-26	1.97	A	831	A
USGS	06933500	2013-09-27	1.95	A	810	A
USGS	06933500	2013-09-28	1.92	A	795	A
USGS	06933500	2013-09-29	1.97	A	824	A
USGS	06933500	2013-09-30	1.91	A	784	A
USGS	06933500	2013-10-01	1.89	A	770	A
USGS	06933500	2013-10-02	1.89	A	772	A
USGS	06933500	2013-10-03	1.86	A	749	A
USGS	06933500	2013-10-04	1.85	A	739	A
USGS	06933500	2013-10-05	1.83	A	753	A
USGS	06933500	2013-10-06	1.89	A	772	A
USGS	06933500	2013-10-07	1.88	A	756	A
USGS	06933500	2013-10-08	1.85	A	739	A
USGS	06933500	2013-10-09	1.84	A	733	A
USGS	06933500	2013-10-10	1.83	A	725	A
USGS	06933500	2013-10-11	1.83	A	725	A
USGS	06933500	2013-10-12	1.84	A	735	A
USGS	06933500	2013-10-13	1.82	A	720	A
USGS	06933500	2013-10-14	1.80	A	709	A
USGS	06933500	2013-10-15	1.82	A	724	A
USGS	06933500	2013-10-16	1.82	A	721	A
USGS	06933500	2013-10-17	1.80	A	706	A
USGS	06933500	2013-10-18	1.78	A	696	A
USGS	06933500	2013-10-19	1.81	A	712	A
USGS	06933500	2013-10-20	1.79	A	697	A
USGS	06933500	2013-10-21	1.78	A	691	A
USGS	06933500	2013-10-22	1.77	A	686	A
USGS	06933500	2013-10-23	1.76	A	678	A
USGS	06933500	2013-10-24	1.75	A	670	A
USGS	06933500	2013-10-25	1.73	A	657	A
USGS	06933500	2013-10-26	1.72	A	654	A
USGS	06933500	2013-10-27	1.72	A	649	A
USGS	06933500	2013-10-28	1.71	A	645	A
USGS	06933500	2013-10-29	1.72	A	709	A
USGS	06933500	2013-10-30	1.97	A	823	A
USGS	06933500	2013-10-31	1.96	A	849	A
USGS	06933500	2013-11-01	2.17	A	984	A
USGS	06933500	2013-11-02	2.20	A	1130	A
USGS	06933500	2013-11-03	2.57	A	1340	A
USGS	06933500	2013-11-04	2.56	A	1350	A
USGS	06933500	2013-11-05	2.56	A	1330	A
USGS	06933500	2013-11-06	2.56	A	1360	A
USGS	06933500	2013-11-07	2.59	A	1360	A
USGS	06933500	2013-11-08	2.49	A	1270	A
USGS	06933500	2013-11-09	2.46	A	1350	A
USGS	06933500	2013-11-10	3.12	A	1900	A
USGS	06933500	2013-11-11	2.95	A	1720	A
USGS	06933500	2013-11-12	2.77	A	1530	A
USGS	06933500	2013-11-13	2.60	A	1370	A
USGS	06933500	2013-11-14	2.48	A	1250	A
USGS	06933500	2013-11-15	2.39	A	1170	A
USGS	06933500	2013-11-16	2.30	A	1100	A
USGS	06933500	2013-11-17	2.25	A	1050	A
USGS	06933500	2013-11-18	2.17	A	989	A
USGS	06933500	2013-11-19	2.12	A	941	A
USGS	06933500	2013-11-20	2.07	A	913	A
USGS	06933500	2013-11-21	2.04	A	920	A
USGS	06933500	2013-11-22	2.12	A	944	A
USGS	06933500	2013-11-23	2.08	A	915	A
USGS	06933500	2013-11-24	2.05	A	902	A
USGS	06933500	2013-11-25	2.12	A	966	A
USGS	06933500	2013-11-26	2.35	A	1160	A
USGS	06933500	2013-11-27	2.42	A	1200	A
USGS	06933500	2013-11-28	2.36	A	1150	A
USGS	06933500	2013-11-29	2.30	A	1100	A
USGS	06933500	2013-11-30	2.24	A	1040	A
USGS	06933500	2013-12-01	2.19	A	999	A
USGS	06933500	2013-12-02	2.14	A	963	A
USGS	06933500	2013-12-03	2.11	A	937	A
USGS	06933500	2013-12-04	2.08	A	918	A
USGS	06933500	2013-12-05	2.06	A	900	A
USGS	06933500	2013-12-06	2.05	A	891	A
USGS	06933500	2013-12-07	2.02	A	868	A
USGS	06933500	2013-12-08	2.00	A	856	A
USGS	06933500	2013-12-09	2.00	A	853	A
USGS	06933500	2013-12-10	1.98	A	836	A
USGS	06933500	2013-12-11	1.97	A	831	A
USGS	06933500	2013-12-12	1.94	A	809	A
USGS	06933500	2013-12-13	1.94	A	834	A
USGS	06933500	2013-12-14	2.07	A	917	A
USGS	06933500	2013-12-15	2.11	A	947	A
USGS	06933500	2013-12-16	2.14	A	983	A
USGS	06933500	2013-12-17	2.29	A	1150	A
USGS	06933500	2013-12-18	2.69	A	1550	A
USGS	06933500	2013-12-19	3.08	A	2040	A
USGS	06933500	2013-12-20	3.52	A	2490	A
USGS	06933500	2013-12-21	3.68	A	2860	A
USGS	06933500	2013-12-22	4.23	A	3890	A
USGS	06933500	2013-12-23	6.38	A	7570	A
USGS	06933500	2013-12-24	7.35	A	8500	A
USGS	06933500	2013-12-25	5.84	A	5940	A
USGS	06933500	2013-12-26	4.94	A	4520	A
USGS	06933500	2013-12-27	4.40	A	3660	A
USGS	06933500	2013-12-28	4.01	A	3110	A
USGS	06933500	2013-12-29	3.75	A	2730	A
USGS	06933500	2013-12-30	3.50	A	2410	A
USGS	06933500	2013-12-31	3.30	A	2170	A
USGS	06933500	2014-01-01	3.14	A	1990	A
USGS	06933500	2014-01-02	3.02	A	1850	A
USGS	06933500	2014-01-03	2.88	A	1690	A
USGS	06933500	2014-01-04	2.77	A	1580	A
USGS	06933500	2014-01-05	2.74	A	1570	A
USGS	06933500	2014-01-06	2.60	A	1420	A
USGS	06933500	2014-01-07	2.47	A	1340	A
USGS	06933500	2014-01-08	2.31	A	1280	A
USGS	06933500	2014-01-09	2.45	A	1320	A
USGS	06933500	2014-01-10	2.49	A	1470	A
USGS	06933500	2014-01-11	3.80	A	2870	A
USGS	06933500	2014-01-12	5.04	A	5360	A
USGS	06933500	2014-01-13	7.08	A	8350	A
USGS	06933500	2014-01-14	6.31	A	6780	A
USGS	06933500	2014-01-15	5.36	A	5210	A
USGS	06933500	2014-01-16	4.75	A	4240	A
USGS	06933500	2014-01-17	4.28	A	3530	A
USGS	06933500	2014-01-18	3.93	A	3020	A
USGS	06933500	2014-01-19	3.69	A	2670	A
USGS	06933500	2014-01-20	3.49	A	2400	A
USGS	06933500	2014-01-21	3.30	A	2170	A
USGS	06933500	2014-01-22	3.13	A	1980	A
USGS	06933500	2014-01-23	2.97	A	1810	A
USGS	06933500	2014-01-24	2.80	A	1630	A
USGS	06933500	2014-01-25	2.73	A	1550	A
USGS	06933500	2014-01-26	2.66	A	1470	A
USGS	06933500	2014-01-27	2.59	A	1400	A
USGS	06933500	2014-01-28	2.50	A	1320	A
USGS	06933500	2014-01-29	2.42	A	1250	A
USGS	06933500	2014-01-30	2.37	A	1200	A
USGS	06933500	2014-01-31	2.36	A	1190	A
USGS	06933500	2014-02-01	2.32	A	1160	A
USGS	06933500	2014-02-02	2.30	A	1130	A
USGS	06933500	2014-02-03	2.25	A	1090	A
USGS	06933500	2014-02-04	2.22	A	1080	A
USGS	06933500	2014-02-05	2.24	A	1080	A
USGS	06933500	2014-02-06	2.18	A	1030	A
USGS	06933500	2014-02-07	2.04	A	983	A
USGS	06933500	2014-02-08	2.04	A	950	A
USGS	06933500	2014-02-09	2.07	A	973	A
USGS	06933500	2014-02-10	2.11	A	959	A
USGS	06933500	2014-02-11	2.03	A	914	A
USGS	06933500	2014-02-12	1.97	A	889	A
USGS	06933500	2014-02-13	1.97	A	896	A
USGS	06933500	2014-02-14	2.02	A	921	A
USGS	06933500	2014-02-15	2.03	A	899	A
USGS	06933500	2014-02-16	1.99	A	888	A
USGS	06933500	2014-02-17	2.00	A	894	A
USGS	06933500	2014-02-18	2.01	A	890	A
USGS	06933500	2014-02-19	2.00	A	890	A
USGS	06933500	2014-02-20	2.03	A	913	A
USGS	06933500	2014-02-21	2.02	A	911	A
USGS	06933500	2014-02-22	2.02	A	899	A
USGS	06933500	2014-02-23	2.00	A	886	A
USGS	06933500	2014-02-24	1.98	A	869	A
USGS	06933500	2014-02-25	1.97	A	862	A
USGS	06933500	2014-02-26	1.96	A	854	A
USGS	06933500	2014-02-27	1.94	A	840	A
USGS	06933500	2014-02-28	1.93	A	829	A
USGS	06933500	2014-03-01	1.93	A	830	A
USGS	06933500	2014-03-02	1.93	A	834	A
USGS	06933500	2014-03-03	1.91	A	824	A
USGS	06933500	2014-03-04	1.91	A	820	A
USGS	06933500	2014-03-05	1.91	A	820	A
USGS	06933500	2014-03-06	1.91	A	813	A
USGS	06933500	2014-03-07	1.89	A	807	A
USGS	06933500	2014-03-08	1.91	A	817	A
USGS	06933500	2014-03-09	1.92	A	825	A
USGS	06933500	2014-03-10	1.95	A	866	A
USGS	06933500	2014-03-11	2.11	A	1010	A
USGS	06933500	2014-03-12	2.37	A	1280	A
USGS	06933500	2014-03-13	2.81	A	1650	A
USGS	06933500	2014-03-14	2.85	A	1670	A
USGS	06933500	2014-03-15	2.76	A	1560	A
USGS	06933500	2014-03-16	2.65	A	1500	A
USGS	06933500	2014-03-17	2.65	A	1480	A
USGS	06933500	2014-03-18	2.78	A	1800	A
USGS	06933500	2014-03-19	3.56	A	3120	A
USGS	06933500	2014-03-20	4.72	A	4370	A
USGS	06933500	2014-03-21	4.71	A	4180	A
USGS	06933500	2014-03-22	4.32	A	3540	A
USGS	06933500	2014-03-23	3.93	A	2980	A
USGS	06933500	2014-03-24	3.63	A	2570	A
USGS	06933500	2014-03-25	3.39	A	2280	A
USGS	06933500	2014-03-26	3.17	A	2010	A
USGS	06933500	2014-03-27	3.01	A	1840	A
USGS	06933500	2014-03-28	2.91	A	1730	A
USGS	06933500	2014-03-29	2.81	A	1630	A
USGS	06933500	2014-03-30	2.72	A	1530	A
USGS	06933500	2014-03-31	2.64	A	1460	A
USGS	06933500	2014-04-01	2.60	A	1420	A
USGS	06933500	2014-04-02	2.54	A	1360	A
USGS	06933500	2014-04-03	2.49	A	2690	A
USGS	06933500	2014-04-04	5.16	A	4840	A
USGS	06933500	2014-04-05	4.12	A	3260	A
USGS	06933500	2014-04-06	3.77	A	2750	A
USGS	06933500	2014-04-07	3.59	A	2530	A
USGS	06933500	2014-04-08	3.43	A	2400	A
USGS	06933500	2014-04-09	4.58	A	3700	A
USGS	06933500	2014-04-10	3.99	A	3170	A
USGS	06933500	2014-04-11	3.95	A	3000	A
USGS	06933500	2014-04-12	3.68	A	2640	A
USGS	06933500	2014-04-13	3.45	A	2370	A
USGS	06933500	2014-04-14	3.34	A	2210	A
USGS	06933500	2014-04-15	3.15	A	2010	A
USGS	06933500	2014-04-16	3.09	A	1920	A
USGS	06933500	2014-04-17	2.97	A	1810	A
USGS	06933500	2014-04-18	2.90	A	1720	A
USGS	06933500	2014-04-19	2.80	A	1610	A
USGS	06933500	2014-04-20	2.71	A	1510	A
USGS	06933500	2014-04-21	2.62	A	1440	A
USGS	06933500	2014-04-22	2.58	A	1390	A
USGS	06933500	2014-04-23	2.49	A	1310	A
USGS	06933500	2014-04-24	2.43	A	1280	A
USGS	06933500	2014-04-25	2.61	A	1470	A
USGS	06933500	2014-04-26	2.75	A	1570	A
USGS	06933500	2014-04-27	2.75	A	1590	A
USGS	06933500	2014-04-28	3.24	A	2400	A
USGS	06933500	2014-04-29	3.78	A	3230	A
USGS	06933500	2014-04-30	4.51	A	3980	A
USGS	06933500	2014-05-01	4.57	A	3960	A
USGS	06933500	2014-05-02	4.13	A	3310	A
USGS	06933500	2014-05-03	3.74	A	2790	A
USGS	06933500	2014-05-04	3.45	A	2430	A
USGS	06933500	2014-05-05	3.23	A	2150	A
USGS	06933500	2014-05-06	3.04	A	1930	A
USGS	06933500	2014-05-07	2.88	A	1770	A
USGS	06933500	2014-05-08	2.75	A	1640	A
USGS	06933500	2014-05-09	2.98	A	1810	A
USGS	06933500	2014-05-10	2.84	A	1770	A
USGS	06933500	2014-05-11	3.08	A	1990	A
USGS	06933500	2014-05-12	3.05	A	2020	A
USGS	06933500	2014-05-13	3.23	A	2170	A
USGS	06933500	2014-05-14	3.18	A	2140	A
USGS	06933500	2014-05-15	3.28	A	2310	A
USGS	06933500	2014-05-16	3.46	A	2580	A
USGS	06933500	2014-05-17	3.70	A	2770	A
USGS	06933500	2014-05-18	3.58	A	2600	A
USGS	06933500	2014-05-19	3.37	A	2320	A
USGS	06933500	2014-05-20	3.16	A	2070	A
USGS	06933500	2014-05-21	2.99	A	1870	A
USGS	06933500	2014-05-22	2.83	A	1700	A
USGS	06933500	2014-05-23	2.70	A	1570	A
USGS	06933500	2014-05-24	2.57	A	1460	A
USGS	06933500	2014-05-25	2.50	A	1360	A
USGS	06933500	2014-05-26	2.39	A	1300	A
USGS	06933500	2014-05-27	2.92	A	1800	A
USGS	06933500	2014-05-28	2.55	A	1420	A
USGS	06933500	2014-05-29	2.50	A	1500	A
USGS	06933500	2014-05-30	2.60	A	1450	A
USGS	06933500	2014-05-31	2.41	A	1280	A
USGS	06933500	2014-06-01	2.38	A	1250	A
USGS	06933500	2014-06-02	2.30	A	1190	A
USGS	06933500	2014-06-03	2.21	A	1110	A
USGS	06933500	2014-06-04	2.21	A	1110	A
USGS	06933500	2014-06-05	2.15	A	1050	A
USGS	06933500	2014-06-06	2.11	A	1020	A
USGS	06933500	2014-06-07	2.07	A	1030	A
USGS	06933500	2014-06-08	2.15	A	1060	A
USGS	06933500	2014-06-09	2.13	A	1100	A
USGS	06933500	2014-06-10	2.76	A	1640	A
USGS	06933500	2014-06-11	2.96	A	1850	A
USGS	06933500	2014-06-12	2.89	A	1840	A
USGS	06933500	2014-06-13	3.02	A	2110	A
USGS	06933500	2014-06-14	3.58	A	2550	A
USGS	06933500	2014-06-15	3.23	A	2140	A
USGS	06933500	2014-06-16	2.97	A	1840	A
USGS	06933500	2014-06-17	2.76	A	1610	A
USGS	06933500	2014-06-18	2.57	A	1420	A
USGS	06933500	2014-06-19	2.41	A	1270	A
USGS	06933500	2014-06-20	2.28	A	1150	A
USGS	06933500	2014-06-21	2.17	A	1050	A
USGS	06933500	2014-06-22	2.09	A	980	A
USGS	06933500	2014-06-23	2.08	A	996	A
USGS	06933500	2014-06-24	2.10	A	1000	A
USGS	06933500	2014-06-25	2.03	A	1010	A
USGS	06933500	2014-06-26	2.48	A	1300	A
USGS	06933500	2014-06-27	2.31	A	1180	A
USGS	06933500	2014-06-28	2.26	A	1170	A
USGS	06933500	2014-06-29	2.32	A	1170	A
USGS	06933500	2014-06-30	2.20	A	1080	A
USGS	06933500	2014-07-01	2.12	A	1010	A
USGS	06933500	2014-07-02	2.04	A	937	A
USGS	06933500	2014-07-03	1.94	A	865	A
USGS	06933500	2014-07-04	1.98	A	886	A
USGS	06933500	2014-07-05	1.92	A	843	A
USGS	06933500	2014-07-06	1.84	A	794	A
USGS	06933500	2014-07-07	1.81	A	768	A
USGS	06933500	2014-07-08	1.88	A	811	A
USGS	06933500	2014-07-09	1.82	A	775	A
USGS	06933500	2014-07-10	1.76	A	736	A
USGS	06933500	2014-07-11	1.73	A	711	A
USGS	06933500	2014-07-12	1.69	A	686	A
USGS	06933500	2014-07-13	1.66	A	668	A
USGS	06933500	2014-07-14	1.75	A	750	A
USGS	06933500	2014-07-15	1.84	A	780	A
USGS	06933500	2014-07-16	1.71	A	699	A
USGS	06933500	2014-07-17	1.66	A	668	A
USGS	06933500	2014-07-18	1.70	A	728	A
USGS	06933500	2014-07-19	1.95	A	870	A
USGS	06933500	2014-07-20	1.89	A	825	A
USGS	06933500	2014-07-21	1.81	A	762	A
USGS	06933500	2014-07-22	1.74	A	716	A
USGS	06933500	2014-07-23	1.69	A	683	A
USGS	06933500	2014-07-24	1.65	A	648	A
USGS	06933500	2014-07-25	1.59	A	614	A
USGS	06933500	2014-07-26	1.56	A	596	A
USGS	06933500	2014-07-27	1.54	A	586	A
USGS	06933500	2014-07-28	1.51	A	563	A
USGS	06933500	2014-07-29	1.47	A	542	A
USGS	06933500	2014-07-30	1.45	A	530	A
USGS	06933500	2014-07-31	1.45	A	525	A
USGS	06933500	2014-08-01	1.44	A	518	A
USGS	06933500	2014-08-02	1.42	A	509	A
USGS	06933500	2014-08-03	1.41	A	501	A
USGS	06933500	2014-08-04	1.40	A	498	A
USGS	06933500	2014-08-05	1.39	A	496	A
USGS	06933500	2014-08-06	1.38	A	484	A
USGS	06933500	2014-08-07	1.40	A	512	A
USGS	06933500	2014-08-08	1.44	A	525	A
USGS	06933500	2014-08-09	1.42	A	506	A
USGS	06933500	2014-08-10	1.40	A	513	A
USGS	06933500	2014-08-11	1.72	A	664	A
USGS	06933500	2014-08-12	1.59	A	602	A
USGS	06933500	2014-08-13	1.48	A	532	A
USGS	06933500	2014-08-14	1.41	A	499	A
USGS	06933500	2014-08-15	1.39	A	487	A
USGS	06933500	2014-08-16	1.39	A	501	A
USGS	06933500	2014-08-17	2.11	A	848	A
USGS	06933500	2014-08-18	1.82	A	748	A
USGS	06933500	2014-08-19	1.58	A	601	A
USGS	06933500	2014-08-20	1.50	A	548	A
USGS	06933500	2014-08-21	1.45	A	516	A
USGS	06933500	2014-08-22	1.42	A	498	A
USGS	06933500	2014-08-23	1.39	A	481	A
USGS	06933500	2014-08-24	1.36	A	467	A
USGS	06933500	2014-08-25	1.34	A	455	A
USGS	06933500	2014-08-26	1.32	A	448	A
USGS	06933500	2014-08-27	1.31	A	436	A
USGS	06933500	2014-08-28	1.30	A	429	A
USGS	06933500	2014-08-29	1.30	A	427	A
USGS	06933500	2014-08-30	1.29	A	427	A
USGS	06933500	2014-08-31	1.32	A	435	A
USGS	06933500	2014-09-01	1.32	A	447	A
USGS	06933500	2014-09-02	1.47	A	540	A
USGS	06933500	2014-09-03	1.51	A	542	A
USGS	06933500	2014-09-04	1.42	A	499	A
USGS	06933500	2014-09-05	1.41	A	500	A
USGS	06933500	2014-09-06	1.43	A	502	A
USGS	06933500	2014-09-07	1.40	A	480	A
USGS	06933500	2014-09-08	1.36	A	463	A
USGS	06933500	2014-09-09	1.35	A	461	A
USGS	06933500	2014-09-10	1.37	A	473	A
USGS	06933500	2014-09-11	1.38	A	471	A
USGS	06933500	2014-09-12	1.35	A	458	A
USGS	06933500	2014-09-13	1.33	A	443	A
USGS	06933500	2014-09-14	1.32	A	433	A
USGS	06933500	2014-09-15	1.32	A	435	A
USGS	06933500	2014-09-16	1.32	A	435	A
USGS	06933500	2014-09-17	1.33	A	455	A
USGS	06933500	2014-09-18	1.42	A	488	A
USGS	06933500	2014-09-19	1.40	A	475	A
USGS	06933500	2014-09-20	1.37	A	474	A
USGS	06933500	2014-09-21	1.43	A	495	A
USGS	06933500	2014-09-22	1.39	A	472	A
USGS	06933500	2014-09-23	1.36	A	456	A
USGS	06933500	2014-09-24	1.35	A	449	A
USGS	06933500	2014-09-25	1.34	A	447	A
USGS	06933500	2014-09-26	1.35	A	449	A
USGS	06933500	2014-09-27	1.33	A	441	A
USGS	06933500	2014-09-28	1.33	A	441	A
USGS	06933500	2014-09-29	1.32	A	435	A
USGS	06933500	2014-09-30	1.32	A	431	A
USGS	06933500	2014-10-01	1.31	A	421	A
USGS	06933500	2014-10-02	1.30	A	444	A
USGS	06933500	2014-10-03	1.44	A	497	A
USGS	06933500	2014-10-04	1.40	A	472	A
USGS	06933500	2014-10-05	1.36	A	454	A
USGS	06933500	2014-10-06	1.37	A	467	A
USGS	06933500	2014-10-07	1.45	A	503	A
USGS	06933500	2014-10-08	1.44	A	493	A
USGS	06933500	2014-10-09	1.42	A	517	A
USGS	06933500	2014-10-10	1.92	A	929	A
USGS	06933500	2014-10-11	2.24	A	1070	A
USGS	06933500	2014-10-12	2.12	A	1260	A
USGS	06933500	2014-10-13	2.60	A	1420	A
USGS	06933500	2014-10-14	2.53	A	1340	A
USGS	06933500	2014-10-15	2.51	A	1390	A
USGS	06933500	2014-10-16	2.78	A	1570	A
USGS	06933500	2014-10-17	2.62	A	1430	A
USGS	06933500	2014-10-18	2.60	A	1400	A
USGS	06933500	2014-10-19	2.46	A	1260	A
USGS	06933500	2014-10-20	2.29	A	1110	A
USGS	06933500	2014-10-21	2.15	A	992	A
USGS	06933500	2014-10-22	2.02	A	893	A
USGS	06933500	2014-10-23	1.92	A	819	A
USGS	06933500	2014-10-24	1.85	A	769	A
USGS	06933500	2014-10-25	1.80	A	725	A
